FromCty,ToCty,Value
Germany,Non-EU Suppression,189472241.6
Germany,Norfolk Island,1161.5
Germany,Northern Mariana Islands,167402.1805
Germany,Norway,4640176514
Germany,Not Determin Extra EU Trade,264771.2187
Germany,Not Determin Intra EU Trade,1549038.108
Germany,Not Determined,125513.9
Germany,Oman,492575725.4
Germany,Pakistan,553302530.2
Germany,Palau,3266.7
Germany,Palestine,8887338.5
Germany,Panama,230238899.2
Germany,Papua New Guinea,18898628.08
Germany,Paraguay,78582561.23
Germany,Peru,546593042.2
Germany,Philippines,1112468585
Germany,Pitcairn,7622.3
Germany,Poland,28590008105
Germany,Portugal,4099513850
Germany,Qatar,1231860824
Germany,Romania,6593980135
Germany,Russia,15793604712
Germany,Rwanda,20237625.74
Germany,Samoa (Western),311046.9158
Germany,San Marino,21376633.3
Germany,Sao Tome & Principe,312644.3909
Germany,Saudi Arabia,5475702874
Germany,Senegal,58645657.51
Germany,Serbia,1040475212
Germany,Seychelles,11200080.35
Germany,Ships & Aircraft Stores,394242303.7
Germany,Sierra Leone,12353283.1
Germany,Singapore,3789446354
Germany,Sint Maarten,3336872.962
Germany,Slovakia,6698330115
Germany,Slovenia,2553922984
Germany,Solomon Islands,378673.7201
Germany,Somalia,5733948.529
Germany,South Africa,5275980894
Germany,South Sudan,4206490.47
Germany,Spain,20679835488
Germany,Sri Lanka,145182898.1
Germany,St. Barthelemy,736511.2946
Germany,St. Helena,19600.2
Germany,St. Kitts & Nevis,45038448.64
Germany,St. Lucia,2754213.412
Germany,St. Pierre & Miquelon,78946.1135
Germany,St. Vincent & the Grenadines,1531587.97
Germany,Sudan,117250221.6
Germany,Suriname,14344347.08
Germany,Swaziland,5783566.856
Germany,Sweden,13026871403
Germany,Switzerland,27831358900
Germany,Syria,38445640.93
Germany,Taiwan,4083032028
Germany,Tajikistan,23203642.21
Germany,Tanzania,106274151.8
Germany,Thailand,2322543353
Germany,Togo,52619862.36
Germany,Tokelau,65202.5849
Germany,Tonga,298126.86
Germany,Trinidad & Tobago,68675516.27
Germany,Tunisia,784072646.7
Germany,Turkey,11864741672
Germany,Turkmenistan,195839995.2
Germany,Turks & Caicos Islands,539803.6997
Germany,Tuvalu,22068.5
Germany,U.S. Minor Outlying Is.,489705.1759
Germany,Uganda,43389517.26
Germany,Ukraine,2061038690
Germany,United Arab Emirates,8365869436
Germany,United Kingdom,47977469351
Germany,United States,59960166454
Germany,Uruguay,234015703.7
Germany,Uzbekistan,265470624.4
Germany,Vanuatu,391114.1253
Germany,Vatican City State,1269342.035
Germany,Venezuela,356809406.5
Germany,Vietnam,1318114543
Germany,Virgin Islands (British),14642284.05
Germany,Virgin Islands (U.S.),599000.5691
Germany,Wallis & Futuna Islands,163339.7473
Germany,West Bank,20108467.24
Germany,Western Sahara,204234.2084
Germany,World,6.76844E+11
Germany,World Suppression,1601325172
Germany,Yemen,85247514.47
Germany,Zambia,45856382.35
Germany,Zimbabwe,25416824.17
Greece,Afghanistan,24057.0681
Greece,Albania,50182577.28
Greece,Algeria,20454941.19
Greece,American Samoa,128.4205
Greece,Andorra,5117.8361
Greece,Angola,60048.3091
Greece,Anguilla,4943.6309
Greece,Antigua & Barbuda,1356167.381
Greece,Argentina,348209.394
Greece,Armenia,1080664.091
Greece,Aruba,3653.8424
Greece,Australia,18931864.01
Greece,Austria,18001305.62
Greece,Azerbaijan,771706.702
Greece,BES Islands,390.845
Greece,Bahamas,5481048.359
Greece,Bahrain,896413.0578
Greece,Bangladesh,855589.8559
Greece,Barbados,316479.4802
Greece,Belarus,1040280.869
Greece,Belgium,32161965.03
Greece,Belize,293559.2127
Greece,Benin,288277.2217
Greece,Bermuda,1121739.667
Greece,Bolivia,42098.4733
Greece,Bosnia & Herzegovina,7507175.438
Greece,Botswana,49903.0896
Greece,Brazil,5483745.189
Greece,Brunei Darussalam,281.4084
Greece,Bulgaria,125501321.1
Greece,Burkina Faso,1439.4263
Greece,Cambodia,71066.788
Greece,Cameroon,2300964.817
Greece,Canada,12306551.03
Greece,Cape Verde,6177.5844
Greece,Cayman Islands,95399.681
Greece,Ceuta,4963.7315
Greece,Chad,54400.0405
Greece,Chile,825211.1491
Greece,China,21775832.02
Greece,Colombia,588866.0609
Greece,Comoros,64874.6865
Greece,Congo,83952.3893
Greece,"Congo, Dem. Rep.",153898.0105
Greece,Cook Islands,382034.237
Greece,Costa Rica,23250.8107
Greece,Cote d Ivoire,2059261.802
Greece,Croatia,4813735.239
Greece,Cuba,135203.3358
Greece,Curacao,346153.5493
Greece,Cyprus,146784443.9
Greece,Czech Republic,19737241.45
Greece,Denmark,9338073.207
Greece,Dominican Republic,1485930.155
Greece,Ecuador,60977.4035
Greece,Egypt,115495693.6
Greece,Estonia,1075382.1
Greece,Ethiopia,1126988.157
Greece,Falkland Islands,9041395.051
Greece,Faroe Islands,63.6519
Greece,Finland,6990228.207
Greece,France,67624673.04
Greece,Gabon,47097.9392
Greece,Gambia,24906.8768
Greece,Georgia,5264817.271
Greece,Germany,186016279.1
Greece,Ghana,4118361.683
Greece,Gibraltar,60524514.65
Greece,Guatemala,260096.1805
Greece,Guinea,87217.6201
Greece,Guinea-Bissau,24616.5348
Greece,Haiti,9087.7046
Greece,Honduras,33599.2696
Greece,Hong Kong,17324212.44
Greece,Hungary,10418647.96
Greece,Iceland,161190.0615
Greece,India,7536281.107
Greece,Indonesia,2725768.664
Greece,Intra EU Stores & Provisions,9499548.027
Greece,Iran,782246.1166
Greece,Iraq,10713185.4
Greece,Ireland,9282508.448
Greece,Israel,19480686.33
Greece,Italy,247429350.8
Greece,Jamaica,312059.5816
Greece,Japan,6268419.011
Greece,Jordan,2285142.295
Greece,Kazakhstan,315178.5247
Greece,Kenya,27358785.96
Greece,"Korea, South",69055180.25
Greece,Kosovo,2466467.574
Greece,Kuwait,2321026.332
Greece,Kyrgyzstan,33247.5091
Greece,Laos,396.4285
Greece,Latvia,2529733.096
Greece,Lebanon,84410877.29
Greece,Liberia,8397903.376
Greece,Libya,12451132.41
Greece,Lithuania,3503160.486
Greece,Luxembourg,429863.6147
Greece,Macau,463806.8279
Greece,Macedonia,62078709.79
Greece,Madagascar,156847.2152
Greece,Malawi,1901.7401
Greece,Malaysia,800115.55
Greece,Maldives,21574.644
Greece,Mali,53159.3868
Greece,Malta,22952743.37
Greece,Marshall Islands,2989717.459
Greece,Mauritania,90327.6296
Greece,Mauritius,135857.722
Greece,Mexico,15040703.88
Greece,Moldova,15222423.35
Greece,Mongolia,20823.1049
Greece,Montenegro,16384394.37
Greece,Montserrat,28376.4637
Greece,Morocco,1747988.377
Greece,Mozambique,38099.5706
Greece,Myanmar,11602.513
Greece,Namibia,26691.3634
Greece,Netherlands,51547801.09
Greece,New Caledonia,3790.0798
Greece,New Zealand,1316243.123
Greece,Niger,24621.0016
Greece,Nigeria,4017083.693
Greece,Norway,4988926.485
Greece,Not Determin Extra EU Trade,13937477.98
Greece,Oman,748210.2173
Greece,Pakistan,696480.2065
Greece,Palau,32823.1631
Greece,Panama,7693679.972
Greece,Paraguay,758882.5192
Greece,Peru,965310.0977
Greece,Philippines,707384.782
Greece,Poland,30245666.51
Greece,Portugal,13373652.8
Greece,Qatar,2681449.074
Greece,Romania,65145075.3
Greece,Russia,18238709.34
Greece,Rwanda,10064.8171
Greece,San Marino,183393.4076
Greece,Saudi Arabia,105845580.9
Greece,Senegal,227757.6652
Greece,Serbia,20306117.47
Greece,Seychelles,113196.5289
Greece,Sierra Leone,584830.3071
Greece,Singapore,6637209.186
Greece,Sint Maarten,5691.8199
Greece,Slovakia,9079672.177
Greece,Slovenia,6999587.27
Greece,Somalia,103548.2409
Greece,South Africa,4234670.454
Greece,South Sudan,7864.9181
Greece,Spain,55320654.68
Greece,Sri Lanka,522167.8033
Greece,St. Barthelemy,6228.9526
Greece,St. Helena,1268490.798
Greece,St. Lucia,26753.8986
Greece,St. Vincent & the Grenadines,174544.6768
Greece,Sudan,480837.6196
Greece,Sweden,14635820.84
Greece,Switzerland,12321040.21
Greece,Syria,231341.1555
Greece,Taiwan,871387.8108
Greece,Tajikistan,11355.7223
Greece,Tanzania,233946.4166
Greece,Thailand,2225380.977
Greece,Togo,7940299.817
Greece,Trinidad & Tobago,111318.2395
Greece,Tunisia,4257480.169
Greece,Turkey,151280663.4
Greece,Turkmenistan,515558.056
Greece,U.S. Minor Outlying Is.,78347.672
Greece,Uganda,180581.557
Greece,Ukraine,7275932.552
Greece,United Arab Emirates,41866417.46
Greece,United Kingdom,103517045.9
Greece,United States,116503860.4
Greece,Uruguay,764775.3451
Greece,Uzbekistan,41814.8315
Greece,Vanuatu,134182.672
Greece,Venezuela,299994.7548
Greece,Vietnam,1234967.464
Greece,Virgin Islands (British),2705.7641
Greece,West Bank,1641.549
Greece,World,2565153129
Greece,Yemen,63115.884
Greece,Zambia,1380.2412
Greece,Zimbabwe,3.3501
Hungary,Afghanistan,553237.1589
Hungary,Albania,6259299.375
Hungary,Algeria,1455159.245
Hungary,Andorra,9771.5268
Hungary,Angola,126531.1101
Hungary,Argentina,1546937.789
Hungary,Armenia,1111888.236
Hungary,Australia,26969639.94
Hungary,Austria,454817937.2
Hungary,Azerbaijan,2442951.229
Hungary,Bahrain,525123.2943
Hungary,Bangladesh,526521.9009
Hungary,Belarus,12519889.05
Hungary,Belgium,125801667.2
Hungary,Benin,383408.0766
Hungary,Bolivia,17631.0006
Hungary,Bosnia & Herzegovina,25358574.83
Hungary,Botswana,48288.0294
Hungary,Brazil,12824110.05
Hungary,Bulgaria,73546765.65
Hungary,Burkina Faso,153936.3117
Hungary,Cambodia,48671.7771
Hungary,Cameroon,12500.5479
Hungary,Canada,14996763.84
Hungary,Cape Verde,1029.567
Hungary,Cayman Islands,4607.6466
Hungary,Chile,1146922.93
Hungary,China,122520897.2
Hungary,Colombia,548852.808
Hungary,Congo,116944.1031
Hungary,"Congo, Dem. Rep.",129784.2744
Hungary,Cook Islands,21658.3458
Hungary,Costa Rica,192168.012
Hungary,Croatia,100935241.5
Hungary,Cuba,70205.7726
Hungary,Cyprus,5379400.664
Hungary,Czech Republic,296880407.2
Hungary,Denmark,55128452.49
Hungary,Djibouti,255162.8043
Hungary,Dominican Republic,6328.4943
Hungary,EU Suppression,27838579.78
Hungary,Ecuador,213431.9133
Hungary,Egypt,11911802.71
Hungary,El Salvador,1846.5351
Hungary,Equatorial Guinea,100.2825
Hungary,Estonia,6952930.697
Hungary,Ethiopia,116287.587
Hungary,Finland,22036849.39
Hungary,France,426508845.3
Hungary,French Polynesia,9152.4495
Hungary,Gabon,246604.0272
Hungary,Gambia,431.8833
Hungary,Georgia,731020.6491
Hungary,Germany,2000045335
Hungary,Ghana,3655846.673
Hungary,Greece,27343834.06
Hungary,Guatemala,145817.4405
Hungary,Haiti,91099.2972
Hungary,Honduras,199106.2239
Hungary,Hong Kong,26823081.74
Hungary,Iceland,1005384.209
Hungary,India,34873998.85
Hungary,Indonesia,952106.1228
Hungary,Iran,1652813.378
Hungary,Iraq,3059564.254
Hungary,Ireland,11830425.47
Hungary,Israel,21859481.74
Hungary,Italy,473298794.5
Hungary,Jamaica,561293.1864
Hungary,Japan,37517841.33
Hungary,Jordan,4941857.419
Hungary,Kazakhstan,12761609.99
Hungary,Kenya,680055.7455
Hungary,"Korea, South",22696708.24
Hungary,Kosovo,2612201.347
Hungary,Kuwait,2452643.867
Hungary,Kyrgyzstan,717965.2047
Hungary,Latvia,14555003.39
Hungary,Lebanon,2161119.965
Hungary,Liberia,25687.0281
Hungary,Libya,967481.4357
Hungary,Liechtenstein,194122.8522
Hungary,Lithuania,19727181.63
Hungary,Luxembourg,4955771.282
Hungary,Macau,43656.315
Hungary,Macedonia,13077229.77
Hungary,Madagascar,5690.6976
Hungary,Malawi,54902.6631
Hungary,Malaysia,11390166.58
Hungary,Maldives,1528.3053
Hungary,Mali,107231.4087
Hungary,Malta,1373806.069
Hungary,Mauritania,84189.1644
Hungary,Mauritius,709355.6178
Hungary,Mexico,30077961.54
Hungary,Moldova,5363842.168
Hungary,Mongolia,470962.7217
Hungary,Montenegro,3281100.33
Hungary,Morocco,7164133.664
Hungary,Namibia,54117.7854
Hungary,Netherlands,209952732.3
Hungary,Netherlands Antilles,92624.9283
Hungary,New Caledonia,465896.4498
Hungary,New Zealand,3078232.844
Hungary,Nicaragua,48.1356
Hungary,Nigeria,4529858.133
Hungary,Non-EU Suppression,10245810.88
Hungary,Norway,23405332.47
Hungary,Oman,1035570.579
Hungary,Pakistan,4686244.012
Hungary,Panama,92043.2898
Hungary,Paraguay,14328.3636
Hungary,Peru,2284535.633
Hungary,Philippines,635257.5471
Hungary,Poland,339526405.4
Hungary,Portugal,34538027.07
Hungary,Qatar,2159289.476
Hungary,Romania,467839186.6
Hungary,Russia,213601798.5
Hungary,Rwanda,99227.5281
Hungary,Saudi Arabia,17309359.86
Hungary,Senegal,600265.6401
Hungary,Serbia,85265144.82
Hungary,Sierra Leone,96812.7255
Hungary,Singapore,93811680.76
Hungary,Slovakia,467258743.4
Hungary,Slovenia,86761913.27
Hungary,South Africa,47294403.65
Hungary,Spain,266593817.9
Hungary,Sri Lanka,219761.7447
Hungary,Sudan,120963.4257
Hungary,Suriname,8215.1424
Hungary,Sweden,75559861.96
Hungary,Switzerland,85067792.87
Hungary,Syria,1845091.032
Hungary,Taiwan,5042214.797
Hungary,Tajikistan,94696.0962
Hungary,Tanzania,329290.2912
Hungary,Thailand,14936383.08
Hungary,Togo,15189.456
Hungary,Trinidad & Tobago,140672.2797
Hungary,Tunisia,9991062.575
Hungary,Turkey,154340341.9
Hungary,Turkmenistan,374728.9605
Hungary,Uganda,1847741.164
Hungary,Ukraine,150769442.5
Hungary,United Arab Emirates,102369560.7
Hungary,United Kingdom,463528985.9
Hungary,United States,163367205.6
Hungary,Uruguay,68722.9287
Hungary,Uzbekistan,4397822.183
Hungary,Vatican City State,1758.2865
Hungary,Venezuela,257100.2622
Hungary,Vietnam,2353289.315
Hungary,Virgin Islands (British),1728.8703
Hungary,World,8270844515
Hungary,Yemen,230855.6634
Hungary,Zambia,693204.7869
Hungary,Zimbabwe,7979.8128
Italy,Afghanistan,2024747.854
Italy,Albania,259232110.8
Italy,Algeria,657707283.7
Italy,Andorra,3259505.356
Italy,Angola,41854472.55
Italy,Anguilla,440699.8332
Italy,Antigua & Barbuda,1222752.008
Italy,Argentina,177895865.8
Italy,Armenia,22532771.95
Italy,Aruba,1438045.695
Italy,Australia,645353287
Italy,Austria,1690981409
Italy,Azerbaijan,105591282.2
Italy,BES Islands,23806.4742
Italy,Bahamas,40428987.22
Italy,Bahrain,34048435.36
Italy,Bangladesh,71379025.56
Italy,Barbados,1254314.425
Italy,Belarus,64447793.73
Italy,Belgium,2653707980
Italy,Belize,456437.1992
Italy,Benin,22361367.12
Italy,Bermuda,1674826.58
Italy,Bhutan,154325.8345
Italy,Bolivia,18648088.68
Italy,Bosnia & Herzegovina,121423604.4
Italy,Botswana,785353.6047
Italy,Brazil,585501023.1
Italy,Brunei Darussalam,2502451.328
Italy,Bulgaria,400942166.6
Italy,Burkina Faso,8796847.476
Italy,Burundi,893429.6213
Italy,Cambodia,6800438.331
Italy,Cameroon,16536474.22
Italy,Canada,671296632.1
Italy,Cape Verde,1191477.592
Italy,Cayman Islands,21790036.08
Italy,Central African Republic,10775226.89
Italy,Ceuta,277645.2376
Italy,Chad,3740848.377
Italy,Chile,146178663.3
Italy,China,1788304866
Italy,Colombia,112900916.8
Italy,Comoros,21195.8607
Italy,Congo,32776896.93
Italy,"Congo, Dem. Rep.",7118098.912
Italy,Cook Islands,2373288.679
Italy,Costa Rica,24987597.42
Italy,Cote d Ivoire,39801367.07
Italy,Croatia,457092155
Italy,Cuba,67965453.38
Italy,Curacao,823157.07
Italy,Cyprus,89819108.38
Italy,Czech Republic,987086274.8
Italy,Denmark,480336446.5
Italy,Djibouti,2909326.945
Italy,Dominica,271592.4373
Italy,Dominican Republic,57384389.78
Italy,EU Suppression,304417269.4
Italy,East Timor,29130.2412
Italy,Ecuador,57868498.82
Italy,Egypt,508035245.1
Italy,El Salvador,9361164.108
Italy,Equatorial Guinea,6528637.596
Italy,Eritrea,2936548.229
Italy,Estonia,74909492.28
Italy,Ethiopia,57610207.47
Italy,Extra EU Stores & Provisions,134672974.8
Italy,Falkland Islands,19862.1132
Italy,Faroe Islands,253362.2418
Italy,Fiji,686603.7047
Italy,Finland,278337263.4
Italy,France,8060283687
Italy,French Polynesia,4333276.206
Italy,Gabon,9346141.889
Italy,Gambia,1199416.963
Italy,Georgia,33728553.79
Italy,Germany,9833626672
Italy,Ghana,37754246.58
Italy,Gibraltar,168889343.5
Italy,Greece,757191170.5
Italy,Greenland,72175.0428
Italy,Grenada,326144.4735
Italy,Guam,1791085.963
Italy,Guatemala,20772240.48
Italy,Guinea,11802571.49
Italy,Guinea-Bissau,439056.9991
Italy,Guyana,1108825.865
Italy,Haiti,2710836.682
Italy,Honduras,11529939.8
Italy,Hong Kong,1040075795
Italy,Hungary,817095982.7
Italy,Iceland,20112878.18
Italy,India,564447495
Italy,Indonesia,219563430.4
Italy,Intra EU Stores & Provisions,62994854.46
Italy,Iran,220910642.5
Italy,Iraq,127392960.7
Italy,Ireland,228821537
Italy,Israel,428906082.9
Italy,Jamaica,6536512.219
Italy,Japan,970578774.3
Italy,Jordan,111661686.3
Italy,Kazakhstan,190982672.7
Italy,Kenya,38519845.42
Italy,Kiribati,4210.875
Italy,"Korea, North",135173.0281
Italy,"Korea, South",885656698.8
Italy,Kosovo,18291115.88
Italy,Kuwait,132946771.6
Italy,Kyrgyzstan,3948775.126
Italy,Laos,959251.9975
Italy,Latvia,89934798.13
Italy,Lebanon,188089661
Italy,Lesotho,1449.2177
Italy,Liberia,1369865.614
Italy,Libya,217133107.7
Italy,Liechtenstein,7085239.602
Italy,Lithuania,147032960.1
Italy,Luxembourg,89256708.26
Italy,Macau,28911158.67
Italy,Macedonia,44121598.43
Italy,Madagascar,4392557.085
Italy,Malawi,2590153.805
Italy,Malaysia,214565910.1
Italy,Maldives,4810377.388
Italy,Mali,13840949.18
Italy,Malta,280756137.2
Italy,Marshall Islands,84874.6371
Italy,Mauritania,3269907.828
Italy,Mauritius,17481637.34
Italy,Melilla,122106.9335
Italy,Mexico,617145968.2
Italy,Moldova,35925502.41
Italy,Mongolia,4285316.302
Italy,Montenegro,21057891.66
Italy,Montserrat,343724.5517
Italy,Morocco,269237976.9
Italy,Mozambique,4673730.505
Italy,Myanmar,10222414.81
Italy,Namibia,3274861.083
Italy,Nepal,3127690.854
Italy,Netherlands,1793858899
Italy,New Caledonia,3341771.735
Italy,New Zealand,37359127.79
Italy,Nicaragua,1565891.91
Italy,Niger,2188397.352
Italy,Nigeria,60202078.12
Italy,Non-EU Suppression,63726503.02
Italy,Northern Mariana Islands,202559.931
Italy,Norway,147223273
Italy,Not Determin Extra EU Trade,237099949.8
Italy,Not Determin Intra EU Trade,1523912.294
Italy,Oman,62099760.04
Italy,Pakistan,45053642.84
Italy,Panama,81053825.82
Italy,Papua New Guinea,1740948.652
Italy,Paraguay,4836460.556
Italy,Peru,37049291.61
Italy,Philippines,80318275.79
Italy,Poland,1103958753
Italy,Portugal,329771647.2
Italy,Qatar,85595742.97
Italy,Romania,649552385.9
Italy,Russia,710482207.7
Italy,Rwanda,1031769.928
Italy,Samoa (Western),2225.5878
Italy,San Marino,2742620.368
Italy,Sao Tome & Principe,26781.165
Italy,Saudi Arabia,429085530.4
Italy,Senegal,18537831.46
Italy,Serbia,134066946.6
Italy,Seychelles,1891851.814
Italy,Sierra Leone,583173.6234
Italy,Singapore,140073800.2
Italy,Sint Maarten,485361.1731
Italy,Slovakia,253818349.8
Italy,Slovenia,347460137.3
Italy,Solomon Islands,125062.9875
Italy,Somalia,1817445.091
Italy,South Africa,172803220.2
Italy,South Sudan,6737.4
Italy,Spain,1944690234
Italy,Sri Lanka,16877562.05
Italy,St. Barthelemy,335662.8825
Italy,St. Kitts & Nevis,49023.5682
Italy,St. Lucia,196507.5
Italy,St. Vincent & the Grenadines,104083.8468
Italy,Sudan,8875366.79
Italy,Suriname,917212.7925
Italy,Swaziland,510034.6548
Italy,Sweden,422469000.5
Italy,Switzerland,1738783508
Italy,Syria,6648414.667
Italy,Taiwan,110867273.3
Italy,Tajikistan,2491608.425
Italy,Tanzania,5453249.314
Italy,Thailand,92396760.87
Italy,Togo,3073437.937
Italy,Tokelau,23450.6436
Italy,Tonga,23604.4809
Italy,Trinidad & Tobago,7164359.144
Italy,Tunisia,256093747.2
Italy,Turkey,853803459.3
Italy,Turkmenistan,18055874.92
Italy,Turks & Caicos Islands,32573.0832
Italy,Uganda,2913659.373
Italy,Ukraine,99442922.44
Italy,United Arab Emirates,544567679.1
Italy,United Kingdom,2203111443
Italy,United States,3188852862
Italy,Uruguay,18772214.38
Italy,Uzbekistan,12465326.37
Italy,Vanuatu,105278.6124
Italy,Vatican City State,2665853.309
Italy,Venezuela,39848022.17
Italy,Vietnam,80270829.9
Italy,Virgin Islands (British),990170.9742
